,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
180,Portugal,,Couto de Frades,85,10.0,Vinho Verde,Quintas de Melgaço 1998 Couto de Frades Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaço,1998
181,US,Dry Creek Valley,Winemaker's Reserve,89,25.0,California,Château Souverain 1998 Winemaker's Reserve Zinfandel (Dry Creek Valley),Zinfandel,Château Souverain,1998
182,France,Pernand-Vergelesses,Premier Cru Les Vergelesses,92,33.0,Burgundy,Laleure-Piot 1998 Premier Cru Les Vergelesses (Pernand-Vergelesses),Pinot Noir,Laleure-Piot,1998
183,France,Champagne,Brut Saphir 1.5 liters,92,,Champagne,Louis Barthélémy 1998 Brut Saphir 1.5 liters (Champagne),Champagne Blend,Louis Barthélémy,1998
184,Italy,Vino Nobile di Montepulciano,,87,29.0,Tuscany,Poliziano 1998 Vino Nobile di Montepulciano,Sangiovese,Poliziano,1998
185,Australia,South Eastern Australia,,88,9.0,Australia Other,Stonehaven 1998 Shiraz (South Eastern Australia),Shiraz,Stonehaven,1998
186,South Africa,,,87,20.0,Stellenbosch,Longridge 1998 Pinotage (Stellenbosch),Pinotage,Longridge,1998
187,US,California,Marissa Vineyard,85,16.0,California,Vigil 1998 Marissa Vineyard Zinfandel (California),Zinfandel,Vigil,1998
188,France,Puligny-Montrachet,Les Referts Premier Cru,92,55.0,Burgundy,Louis Latour 1998 Les Referts Premier Cru (Puligny-Montrachet),Chardonnay,Louis Latour,1998
189,US,Fiddletown,,85,18.0,California,Sobon Estate 1998 Zinfandel (Fiddletown),Zinfandel,Sobon Estate,1998
190,US,Knights Valley,,87,25.0,California,Beringer 1998 Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Beringer,1998
191,US,Oregon,Premier Cuvée,90,39.0,Oregon,Archery Summit 1998 Premier Cuvée Pinot Noir (Oregon),Pinot Noir,Archery Summit,1998
192,US,Sonoma County,Thomas Road Vineyard,90,50.0,California,Iron Horse 1998 Thomas Road Vineyard Pinot Noir (Sonoma County),Pinot Noir,Iron Horse,1998
193,US,California,Reserve White,83,7.0,California,Glen Ellen 1998 Reserve White Zinfandel (California),Zinfandel,Glen Ellen,1998
194,France,Bordeaux Blanc,Reserve,88,10.0,Bordeaux,Calvet 1998 Reserve (Bordeaux Blanc),Bordeaux-style White Blend,Calvet,1998
195,Italy,Chianti Classico,,84,11.0,Tuscany,Piccini 1998 Chianti Classico,Sangiovese,Piccini,1998
196,US,California,,85,8.0,California,Talus 1998 Zinfandel (California),Zinfandel,Talus,1998
197,US,Willamette Valley,Spirit House,88,50.0,Oregon,Argyle 1998 Spirit House Pinot Noir (Willamette Valley),Pinot Noir,Argyle,1998
198,US,Dry Creek Valley,Rockpile Road,90,19.0,California,Rosenblum 1998 Rockpile Road Zinfandel (Dry Creek Valley),Zinfandel,Rosenblum,1998
199,US,Paso Robles,,87,22.0,California,Savannah-Chanelle 1998 Zinfandel (Paso Robles),Zinfandel,Savannah-Chanelle,1998
200,US,Sonoma County,Old Vines,86,19.0,California,Dry Creek Vineyard 1998 Old Vines Zinfandel (Sonoma County),Zinfandel,Dry Creek Vineyard,1998
201,Chile,,Reserva,85,12.0,Maipo Valley,Portal Del Alto 1998 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Portal Del Alto,1998
202,Chile,,Reserva,82,12.0,Maipo Valley,Undurraga 1998 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Undurraga,1998
203,Italy,Morellino di Scansano,Riserva,88,19.0,Tuscany,Val delle Rose 1998 Riserva (Morellino di Scansano),Sangiovese,Val delle Rose,1998
204,France,Champagne,Millésimé Brut,93,95.0,Champagne,Henriot 1998 Millésimé Brut (Champagne),Champagne Blend,Henriot,1998
205,US,Willamette Valley,,84,22.0,Oregon,Secret House 1998 Pinot Noir (Willamette Valley),Pinot Noir,Secret House,1998
206,US,Dry Creek Valley,Reserve Late Harvest,86,19.0,California,Geyser Peak 1998 Reserve Late Harvest Riesling (Dry Creek Valley),Riesling,Geyser Peak,1998
207,France,Côtes du Luberon,Estate Bottled,87,10.0,Rhône Valley,Château Val Joanis 1998 Estate Bottled Red (Côtes du Luberon),Rhône-style Red Blend,Château Val Joanis,1998
208,US,North Fork of Long Island,,82,18.0,New York,Hargrave 1998 Merlot (North Fork of Long Island),Merlot,Hargrave,1998
209,France,Côtes du Rhône,Domaine Grand Veneur,86,9.0,Rhône Valley,Alain Jaume et Fils 1998 Domaine Grand Veneur Red (Côtes du Rhône),Rhône-style Red Blend,Alain Jaume et Fils,1998
210,US,Sonoma County,,82,15.0,California,Sonoma Creek 1998 Pinot Noir (Sonoma County),Pinot Noir,Sonoma Creek,1998
211,US,Willamette Valley,Bryan Creek Vineyard,88,40.0,Oregon,Adelsheim 1998 Bryan Creek Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Adelsheim,1998
212,France,Champagne,Grand Siècle Cuvée Alexandra Rosé Brut,93,300.0,Champagne,Laurent-Perrier 1998 Grand Siècle Cuvée Alexandra Rosé Brut (Champagne),Champagne Blend,Laurent-Perrier,1998
213,Italy,Chianti Colli Senesi,,84,11.0,Tuscany,Gattavecchi 1998 Chianti Colli Senesi,Sangiovese,Gattavecchi,1998
214,US,Willamette Valley,Reserve,91,36.0,Oregon,Cristom 1998 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Cristom,1998
215,US,Paso Robles,,89,18.0,California,Bridlewood 1998 Syrah (Paso Robles),Syrah,Bridlewood,1998
216,US,Paso Robles,South Ridge Vineyard,83,25.0,California,Kynsi 1998 South Ridge Vineyard Syrah (Paso Robles),Syrah,Kynsi,1998
217,US,Russian River Valley,Aquarius Ranch,86,24.0,California,McIlroy 1999 Aquarius Ranch Pinot Noir (Russian River Valley),Pinot Noir,McIlroy,1999
218,US,Rogue Valley,Pompadour Vineyard,84,25.0,Oregon,Weisinger's of Ashland 1999 Pompadour Vineyard Cabernet Franc (Rogue Valley),Cabernet Franc,Weisinger's of Ashland,1999
219,US,Santa Barbara County,,91,25.0,California,Laetitia 1999 Pinot Noir (Santa Barbara County),Pinot Noir,Laetitia,1999
220,Spain,Vino da Mesa de Toledo,Dominio de Valdepusa,84,28.0,Central Spain,Marques de Griñon 1999 Dominio de Valdepusa Cabernet Sauvignon (Vino da Mesa de Toledo),Cabernet Sauvignon,Marques de Griñon,1999
221,Italy,Fiano di Avellino,,91,20.0,Southern Italy,Feudi di San Gregorio 1999 Fiano di Avellino,White Blend,Feudi di San Gregorio,1999
222,Italy,Brunello di Montalcino,,92,,Tuscany,La Serena 1999 Brunello di Montalcino,Sangiovese,La Serena,1999
223,Italy,Morellino di Scansano,,89,20.0,Tuscany,Tenuta Belguardo 1999 Morellino di Scansano,Sangiovese,Tenuta Belguardo,1999
224,Chile,,Terrunyo,88,29.0,Casablanca Valley,Concha y Toro 1999 Terrunyo Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Concha y Toro,1999
225,France,Côte Rôtie,,93,,Rhône Valley,Domaine Clusel-Roch 1999 Côte Rôtie,Rhône-style Red Blend,Domaine Clusel-Roch,1999
226,Italy,Trento,Riserva del Fondatore,93,90.0,Northeastern Italy,Giulio Ferrari 1999 Riserva del Fondatore Chardonnay (Trento),Chardonnay,Giulio Ferrari,1999
227,Chile,,Estate Reserve,87,10.0,Colchagua Valley,La Playa 1999 Estate Reserve Merlot (Colchagua Valley),Merlot,La Playa,1999
228,US,Edna Valley,Paragon Vineyard,88,25.0,California,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi,1999
229,Chile,,,84,7.0,Maule Valley,Portal Del Alto 1999 Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Portal Del Alto,1999
230,US,Willamette Valley,Pfeiffer Vineyards,89,40.0,Oregon,King Estate 1999 Pfeiffer Vineyards Pinot Noir (Willamette Valley),Pinot Noir,King Estate,1999
231,Italy,Brunello di Montalcino,,92,80.0,Tuscany,Fanti 1999 Brunello di Montalcino,Sangiovese,Fanti,1999
232,US,Russian River Valley,Hartford Vineyard,93,34.0,California,Hartford 1999 Hartford Vineyard Zinfandel (Russian River Valley),Zinfandel,Hartford,1999
233,US,Rogue Valley,50% CH / 50% SEM,84,15.0,Oregon,Weisinger's of Ashland 1999 50% CH / 50% SEM Semillon-Chardonnay (Rogue Valley),Semillon-Chardonnay,Weisinger's of Ashland,1999
234,Italy,Bolgheri,Guado Al Tasso,95,80.0,Tuscany,Antinori 1999 Guado Al Tasso (Bolgheri),Red Blend,Antinori,1999
235,New Zealand,,,85,,Canterbury,Morworth Estate 1999 Riesling (Canterbury),Riesling,Morworth Estate,1999
236,Portugal,,Late Bottled Vintage,91,35.0,Port,Smith Woodhouse 1999 Late Bottled Vintage (Port),Port,Smith Woodhouse,1999
237,Chile,,Reserva,84,9.0,Colchagua Valley,Santa Carolina 1999 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Santa Carolina,1999
238,South Africa,,,87,14.0,Coastal Region,Glen Carlou 1999 Chardonnay (Coastal Region),Chardonnay,Glen Carlou,1999
239,US,Napa Valley,Reserve,87,70.0,California,Sterling 1999 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sterling,1999
240,US,Yakima Valley,,86,15.0,Washington,Tefft Cellars 1999 Merlot (Yakima Valley),Merlot,Tefft Cellars,1999
241,France,Hermitage,Chevalier de Sterimberg,94,75.0,Rhône Valley,Paul Jaboulet Aîné 1999 Chevalier de Sterimberg White (Hermitage),Rhône-style White Blend,Paul Jaboulet Aîné,1999
242,France,Champagne,Grand Cru Brut,88,,Champagne,Pommery 1999 Grand Cru Brut (Champagne),Champagne Blend,Pommery,1999
243,Australia,Coonawarra,,84,30.0,South Australia,Balnaves of Coonawarra 1999 Chardonnay (Coonawarra),Chardonnay,Balnaves of Coonawarra,1999
244,France,Bordeaux Blanc,Reserve,84,9.0,Bordeaux,Marquis de Chasse 1999 Reserve (Bordeaux Blanc),Bordeaux-style White Blend,Marquis de Chasse,1999
245,US,Western Connecticut Highlands,Estate Bottled,84,15.0,Connecticut,Hopkins Vineyard 1999 Estate Bottled Chardonnay (Western Connecticut Highlands),Chardonnay,Hopkins Vineyard,1999
246,France,Champagne,Grand Cru Brut,86,,Champagne,Pommery 1999 Grand Cru Brut (Champagne),Champagne Blend,Pommery,1999
247,Portugal,,Colheita,90,137.0,Moscatel do Douro,Adega de Favaios 1999 Colheita (Moscatel do Douro),Moscatel,Adega de Favaios,1999
248,US,Willamette Valley,Croft Vineyard,91,40.0,Oregon,King Estate 1999 Croft Vineyard Pinot Noir (Willamette Valley),Pinot Noir,King Estate,1999
249,US,Sonoma Coast,Great Estates,88,22.0,California,Kendall-Jackson 1999 Great Estates Chardonnay (Sonoma Coast),Chardonnay,Kendall-Jackson,1999
250,Italy,Toscana,Ceccante,90,43.0,Tuscany,Il Grillesino 1999 Ceccante Sangiovese (Toscana),Sangiovese,Il Grillesino,1999
251,US,Napa Valley,,92,40.0,California,Surh Luchtel 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Surh Luchtel,1999
252,Canada,Niagara Peninsula,Icewine,91,50.0,Ontario,Henry of Pelham 1999 Icewine Riesling (Niagara Peninsula),Riesling,Henry of Pelham,1999
253,Australia,Piccadilly Valley,Tiers Vineyard,89,120.0,South Australia,Petaluma 1999 Tiers Vineyard Chardonnay (Piccadilly Valley),Chardonnay,Petaluma,1999
254,US,Carneros,,85,32.0,California,Domaine Danica 1999 Pinot Noir (Carneros),Pinot Noir,Domaine Danica,1999
255,Chile,,Prima Reserva,80,13.0,Maipo Valley,De Martino 1999 Prima Reserva Merlot (Maipo Valley),Merlot,De Martino,1999
256,France,Champagne,Extra Cuvée de Réserve Vintage Brut,93,103.0,Champagne,Pol Roger 1999 Extra Cuvée de Réserve Vintage Brut (Champagne),Champagne Blend,Pol Roger,1999
257,US,Napa Valley,Peterson Family Vineyard,92,48.0,California,Switchback Ridge 1999 Peterson Family Vineyard Merlot (Napa Valley),Merlot,Switchback Ridge,1999
258,US,Napa Valley,Tresca,86,60.0,California,Allora 1999 Tresca Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Allora,1999
259,US,California,Collage - Zinfandel/Shiraz,87,9.0,California,Kendall-Jackson 1999 Collage - Zinfandel/Shiraz Red (California),Red Blend,Kendall-Jackson,1999
260,US,El Dorado,,88,20.0,California,Granite Springs 1999 Petite Sirah (El Dorado),Petite Sirah,Granite Springs,1999
261,Chile,,,82,10.0,Casablanca Valley,Veramonte 1999 Merlot (Casablanca Valley),Merlot,Veramonte,1999
262,US,North Coast,J. Schram 50 Late Disgorged,97,175.0,California,Schramsberg 1999 J. Schram 50 Late Disgorged (North Coast),Champagne Blend,Schramsberg,1999
263,US,Russian River Valley,Dutton Ranch-Sanchietti Vineyard,94,50.0,California,Hartford 1999 Dutton Ranch-Sanchietti Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Hartford,1999
264,US,Sonoma Valley,Cherryblock,90,70.0,California,Sebastiani 1999 Cherryblock Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani,1999
265,Italy,Sardinia,Le Arenarie,88,12.0,Sicily & Sardinia,Sella & Mosca 1999 Le Arenarie Sauvignon Blanc (Sardinia),Sauvignon Blanc,Sella & Mosca,1999
266,US,Carneros,Sevens Bench,91,50.0,California,Hartford 1999 Sevens Bench Pinot Noir (Carneros),Pinot Noir,Hartford,1999
267,Australia,Australia,Bridgewater Mill,88,15.0,Australia Other,Petaluma 1999 Bridgewater Mill Shiraz (Australia),Shiraz,Petaluma,1999
268,Spain,Valdepeñas,Gran Reserva,84,15.0,Central Spain,Viña Albali 1999 Gran Reserva Tempranillo (Valdepeñas),Tempranillo,Viña Albali,1999
269,US,Napa Valley,,86,30.0,California,Stonehedge 1999 Zinfandel (Napa Valley),Zinfandel,Stonehedge,1999
270,US,Sonoma County,Sin Zin,82,18.0,California,Alexander Valley Vineyards 1999 Sin Zin Zinfandel (Sonoma County),Zinfandel,Alexander Valley Vineyards,1999
271,US,California,Reserve,89,22.0,California,Merryvale 1999 Reserve Sauvignon Blanc (California),Sauvignon Blanc,Merryvale,1999
272,South Africa,,Chameleon,83,16.0,Stellenbosch,Jardin 1999 Chameleon White (Stellenbosch),White Blend,Jardin,1999
273,US,Columbia Valley (WA),,87,18.0,Washington,Bookwalter 1999 Chardonnay (Columbia Valley (WA)),Chardonnay,Bookwalter,1999
274,South Africa,,Estate,90,12.0,Stellenbosch,Morgenhof 1999 Estate Chardonnay (Stellenbosch),Chardonnay,Morgenhof,1999
275,South Africa,,Bayview,86,10.0,South Africa,Longridge 1999 Bayview Pinotage (South Africa),Pinotage,Longridge,1999
276,US,California,Reserve,84,7.0,California,Corbett Canyon 1999 Reserve Syrah (California),Syrah,Corbett Canyon,1999
277,Australia,Western Australia,Mount Barker,85,21.0,Western Australia,Plantagenet 1999 Mount Barker Chardonnay (Western Australia),Chardonnay,Plantagenet,1999
278,Italy,Sant'Antimo,Cum Laude,87,35.0,Tuscany,Castello Banfi 1999 Cum Laude Sangiovese (Sant'Antimo),Sangiovese,Castello Banfi,1999
279,Australia,Orange,,84,17.0,New South Wales,Logan Australia 1999 Chardonnay (Orange),Chardonnay,Logan Australia,1999
280,US,Napa Valley,,85,27.0,California,Surh Luchtel 1999 Zinfandel (Napa Valley),Zinfandel,Surh Luchtel,1999
281,Chile,,,84,8.0,Central Valley,Caliterra 1999 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Caliterra,1999
282,US,Umpqua Valley,,90,27.0,Oregon,Abacela 1999 Syrah (Umpqua Valley),Syrah,Abacela,1999
283,US,Oregon,La Cave Blanche,86,10.0,Oregon,Siskiyou Vineyards 1999 La Cave Blanche White (Oregon),White Blend,Siskiyou Vineyards,1999
284,France,Champagne,Cuvée William Deutz Rosé Brut,94,170.0,Champagne,Deutz 1999 Cuvée William Deutz Rosé Brut (Champagne),Champagne Blend,Deutz,1999
285,US,Umpqua Valley,Vintners Blend Red Table Wine,86,11.0,Oregon,Abacela 1999 Vintners Blend Red Table Wine Red (Umpqua Valley),Red Blend,Abacela,1999
286,US,Umpqua Valley,,89,29.0,Oregon,Abacela 1999 Tempranillo (Umpqua Valley),Tempranillo,Abacela,1999
287,Australia,Limestone Coast,,89,17.0,South Australia,Stonehaven 1999 Chardonnay (Limestone Coast),Chardonnay,Stonehaven,1999
288,US,Oregon,Reserve,90,35.0,Oregon,King Estate 1999 Reserve Pinot Noir (Oregon),Pinot Noir,King Estate,1999
289,US,Oregon,Eco Wine Cattrall Brothers,80,14.0,Oregon,Amity 1999 Eco Wine Cattrall Brothers Pinot Noir (Oregon),Pinot Noir,Amity,1999
290,Chile,,Reserve,83,14.0,Maipo Valley,Santa Ema 1999 Reserve Chardonnay (Maipo Valley),Chardonnay,Santa Ema,1999
291,US,Napa Valley,Hudson T Reserve,93,45.0,California,Havens 1999 Hudson T Reserve Syrah (Napa Valley),Syrah,Havens,1999
292,France,Muscadet Sèvre et Maine,Elevé en FÃ»ts de ChÃªne Neufs,88,30.0,Loire Valley,Château du Coing de Saint-Fiacre 1999 Elevé en FÃ»ts de ChÃªne Neufs (Muscadet Sèvre et Maine),Melon,Château du Coing de Saint-Fiacre,1999
293,France,Champagne,Millesimé Brut,92,65.0,Champagne,Ayala 1999 Millesimé Brut (Champagne),Champagne Blend,Ayala,1999
294,US,California,Forest Fire,84,8.0,California,Forest Glen 1999 Forest Fire Chardonnay (California),Chardonnay,Forest Glen,1999
295,US,Columbia Valley (WA),Grand Estates,87,11.0,Washington,Columbia Crest 1999 Grand Estates Merlot (Columbia Valley (WA)),Merlot,Columbia Crest,1999
296,France,Nuits-St.-Georges,Les Chaliots,87,37.0,Burgundy,Michel Gros 1999 Les Chaliots (Nuits-St.-Georges),Pinot Noir,Michel Gros,1999
297,Chile,,Xplorador,85,8.0,Rapel Valley,Concha y Toro 1999 Xplorador Merlot (Rapel Valley),Merlot,Concha y Toro,1999
298,US,Willamette Valley,,88,17.0,Oregon,Rex Hill 1999 Chardonnay (Willamette Valley),Chardonnay,Rex Hill,1999
299,Italy,Colli Orientali del Friuli,Superiore,91,,Northeastern Italy,Ronchi di Manzano 1999 Superiore Tocai (Colli Orientali del Friuli),Tocai,Ronchi di Manzano,1999
300,US,Columbia Valley (WA),,88,15.0,Washington,Columbia Winery 1999 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Winery,1999
301,US,Santa Barbara County,Bien Nacido Vineyard,86,30.0,California,Jaffurs 1999 Bien Nacido Vineyard Syrah (Santa Barbara County),Syrah,Jaffurs,1999
302,US,Columbia Valley (WA),,87,22.0,Washington,Gordon Brothers 1999 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gordon Brothers,1999
303,Spain,Tierra de Castilla,Solaz,82,7.0,Central Spain,Osborne 1999 Solaz Red (Tierra de Castilla),Tempranillo Blend,Osborne,1999
304,US,Umpqua Valley,,85,15.0,Oregon,Abacela 1999 Malbec (Umpqua Valley),Malbec,Abacela,1999
305,France,Champagne,Millesimé Brut,90,75.0,Champagne,Laurent-Perrier 1999 Millesimé Brut (Champagne),Champagne Blend,Laurent-Perrier,1999
306,Chile,,,86,8.0,Central Valley,Caliterra 1999 Chardonnay (Central Valley),Chardonnay,Caliterra,1999
307,US,Sonoma County,,89,15.0,California,Kenwood 1999 Chardonnay (Sonoma County),Chardonnay,Kenwood,1999
308,US,Napa Valley,Soliloquy,87,18.0,California,Flora Springs 1999 Soliloquy Sauvignon Musqué (Napa Valley),Sauvignon Musqué,Flora Springs,1999
309,US,Amador County,,90,20.0,California,Terre Rouge 1999 Mourvèdre (Amador County),Mourvèdre,Terre Rouge,1999
310,Italy,Alto Adige,,88,10.0,Northeastern Italy,Tolloy 1999 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy,1999
311,US,Long Island,Fresh Red,84,15.0,New York,Channing Daughters 1999 Fresh Red Red (Long Island),Red Blend,Channing Daughters,1999
312,Spain,Penedès,Vinya La Scala Gran Reserva,86,55.0,Catalonia,Pago Jean Leon 1999 Vinya La Scala Gran Reserva Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Pago Jean Leon,1999
313,US,Sonoma County,Mohrhardt Ridge,87,22.0,California,Wellington 1999 Mohrhardt Ridge Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Wellington,1999
314,US,Russian River Valley,Aquarius Ranch,87,21.0,California,McIlroy 1999 Aquarius Ranch Merlot (Russian River Valley),Merlot,McIlroy,1999
315,US,Napa Valley,,90,,California,Joseph Phelps 1999 Syrah (Napa Valley),Syrah,Joseph Phelps,1999
316,US,Napa Valley,,95,65.0,California,Switchback Ridge 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Switchback Ridge,1999
317,US,Santa Lucia Highlands,Garys' Vineyard,88,55.0,California,Coyote Canyon 1999 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Coyote Canyon,1999
318,Italy,Chianti Classico,Teuzzo Riserva,86,31.0,Tuscany,Cecchi 1999 Teuzzo Riserva (Chianti Classico),Sangiovese,Cecchi,1999
319,Israel,,Valley Wines,83,9.0,Shomron,Carmel 1999 Valley Wines Petite Sirah (Shomron),Petite Sirah,Carmel,1999
320,US,Napa Valley,Reserve,91,70.0,California,Sterling 1999 Reserve Merlot (Napa Valley),Merlot,Sterling,1999
321,US,Napa Valley,Pritchard Hill Estate Vineyard,92,110.0,California,Chappellet 1999 Pritchard Hill Estate Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Chappellet,1999
322,US,Yakima Valley,Ciel du Cheval,90,23.0,Washington,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),Sangiovese,Andrew Will,1999
323,Italy,Vin Santo del Chianti Classico,,92,47.0,Tuscany,Querciavalle 1999 Vin Santo del Chianti Classico,White Blend,Querciavalle,1999
324,Italy,Toscana,,85,28.0,Tuscany,Lucente 1999 Sangiovese (Toscana),Sangiovese,Lucente,1999
325,US,Yakima Valley,,86,10.0,Washington,Hyatt 1999 Chardonnay (Yakima Valley),Chardonnay,Hyatt,1999
326,US,El Dorado,,82,16.0,California,Single Leaf 1999 Cabernet Franc (El Dorado),Cabernet Franc,Single Leaf,1999
327,Lebanon,,Gaston Hochar,85,50.0,Bekaa Valley,Château Musar 1999 Gaston Hochar Red (Bekaa Valley),Red Blend,Château Musar,1999
328,Spain,Ribera del Duero,Crianza,83,18.0,Northern Spain,Pradorey 1999 Crianza (Ribera del Duero),Tinto del Pais,Pradorey,1999
329,France,Nuits-St.-Georges,Clos dea Argillieres,89,52.0,Burgundy,Daniel Rion 1999 Clos dea Argillieres (Nuits-St.-Georges),Pinot Noir,Daniel Rion,1999
330,France,Champagne,Blanc de Blancs Brut,90,95.0,Champagne,Delamotte 1999 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Delamotte,1999
331,US,Columbia Valley (WA),Reserve,93,36.0,Washington,Soos Creek 1999 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Soos Creek,1999
332,Italy,Vin Santo del Chianti,Caratello,90,,Tuscany,Pietro Beconcini 1999 Caratello (Vin Santo del Chianti),White Blend,Pietro Beconcini,1999
